OBJECTID,Shape,id_compraventa,ano,coordenada_x,coordenada_y,nombre_compraventa,comuna_correg,barrio,direccion,tipo_compraventa,clasificacion_compraventa,tiempo_actividad_meses,dest_res_peligrosos,componentes_capacitado,entidades_capacitadoras,capacitado_ot_programas,cual_ot_programa,calidad_materiales,lunes,martes,miercoles,jueves,viernes,sabado,domingo,recoleccion_domicilio,compraventa_movil,compra_vende_almacena,beneficio,transf_materiaprima,transf_productermi,carro,motocarro,camioneta,camion,personal_contratado,personas_contratadas,f_diligenciamiento,Country
283,"(4719678.043900001, 2250924.4378999993)",4024,2012,4719678.044,2250924.438,chatarrer�a La Honda,Corregimiento 90 Corregimiento de Santa Elena,Piedras Blancas - Matasano,CL 71 B  0   0,Informal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,12/10/2012 10:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"(4717361.9697, 2250829.2627000026)",4026,2012,4717361.97,2250829.263,Mart�n Hern�ndez,Comuna 3 Manrique,Manrique Central No.2,CR 45   68   4,Formal,Compra y Venta de material,24,No llegan a la compraventa.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/10/2012 18:24,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"(4717736.1648, 2253018.8407000024)",4027,2012,4717736.165,2253018.841,Chatarrer�a Mara�a,Comuna 3 Manrique,La Salle,CR 44 A  92   67,Formal,Compra,360,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,Si,No,Si,Si,Si,70,12/12/2012 17:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"(4717995.641400002, 2253071.186400002)",4028,2012,4717995.641,2253071.186,Chatarrer�a Murillo,Comuna 3 Manrique,La Salle,CL 93   40   55,Formal,Transformaci�n,120,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,No,Si,No,Si,Si,Si,5,12/12/2012 20:54,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"(4711077.0498, 2247514.175400004)",4029,2012,4711077.05,2247514.175,Chatarrer�a El Negro,Comuna 16 Bel�n,Las Violetas,CR 87 D  31 B  7,Formal,"Compra, Venta y Beneficio",360,No los recolectan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,Si,20,12/12/2012 21:25,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"(4716371.8623, 2248579.3379000016)",4130,2012,4716371.862,2248579.338,Excedentes La Abundancia,Comuna 10 La Candelaria,Bombona No.1,CL 46   42   68,Formal,"Compra, Venta y Beneficio",276,No los recolectan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,Si,12,12/12/2012 21:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"(4713546.3396, 2243402.649)",4233,2012,4713546.34,2243402.649,CI Almaseg- Almacen de Materiales Guillermo Ochoa,Comuna 15 Guayabal,Guayabal,CL 12 B Sur 51 B  40,Formal,Transformaci�n,240,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,Si,No,No,No,Si,Si,Si,25,12/12/2012 22:23,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"(4713418.551300001, 2243537.1754)",4234,2012,4713418.551,2243537.175,CI Almaseg- Fundici�n,Comuna 15 Guayabal,La Colina,CL 12  Sur 52   84,Informal,Compra y Venta de material,2,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 16:00,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"(4714698.11, 2245755.2442000005)",4235,2012,4714698.11,2245755.244,Fibras Nacionales S.A.S,Comuna 15 Guayabal,Santa F�,CR 51   14   63,Informal,Compra y Venta de material,120,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,No,No,No,No,No,Si,4,12/14/2012 15:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"(4714264.276100001, 2243519.4256000016)",4236,2012,4714264.276,2243519.426,Comercializadora de Excedentes Medell�n S.A.S,Comuna 15 Guayabal,Guayabal,CR 50 C  10  Sur 36,Formal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,12/14/2012 15:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"(4716710.243, 2251524.876500001)",4237,2012,4716710.243,2251524.877,B-Plast,Comuna 4 Aranjuez,San Pedro,CL 76   50 B  43,Informal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,No,0,12/14/2012 15:34,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"(4717767.9421, 2254033.4867000002)",4454,2012,4717767.942,2254033.487,El Paisita,Comuna 2 Santa Cruz,Mosc� No.1,CL 103   45   38,Informal,Compra y Venta de material,12,NR.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 15:27,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"(4717716.0378, 2255108.8073000014)",4455,2012,4717716.038,2255108.807,Compraventa Cart�n,Comuna 2 Santa Cruz,La Isla,CR 49 C  112   30,Informal,Compra y Venta de material,36,NR.,Organizacional,Secretar�a de Salud de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 15:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"(4717962.751800001, 2255213.144700002)",4456,2012,4717962.752,2255213.145,Jose Robeiro Villada Garcia,Comuna 2 Santa Cruz,La Isla,CL 120   48   55,Informal,Compra y Venta de material,12,No los manipula.,Todos los anteriores,Alcald�a de Medell�n y Asemar.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 15:12,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"(4718609.5783, 2255104.0682000015)",4457,2012,4718609.578,2255104.068,Chatarrer�a Fe y Alegr�a,Comuna 1 Popular,Popular,CR 42 BB  120   84,Informal,Compraventa m�vil,384,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,No,0,12/16/2012 14:08,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"(4718903.995100001, 2254870.2009999994)",4458,2012,4718903.995,2254870.201,Chatarrer�a Don Jaime,Comuna 1 Popular,Santo Domingo Savio No.2,CR 28 F  111   2,Formal,Compra y Venta de material,5,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,No,No,No,0,22:14.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"(4718881.733500002, 2254867.6305)",4459,2012,4718881.734,2254867.631,Gabriel de Jes�s Ocampo Arenas,Comuna 1 Popular,Santo Domingo Savio No.2,CR 29   111   2,Formal,Transformaci�n,144,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,No,No,Si,No,No,Si,Si,No,No,No,No,No,Si,2,12/17/2012 0:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"(4718943.1466000015, 2254667.427699998)",4460,2012,4718943.147,2254667.428,Chatarrer�a Ecucans,Comuna 1 Popular,Santo Domingo Savio No.1,CL 110 A  29   12,Formal,Transformaci�n,240,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,No,No,No,No,No,Si,7,12/17/2012 1:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"(4717608.441900001, 2252637.8209000006)",4541,2012,4717608.442,2252637.821,Humberto Rodr�guez,Comuna 4 Aranjuez,Las Esmeraldas,CR 45 A  87   52,Informal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/19/2012 9:32,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"(4716908.165500001, 2248274.1074)",4542,2012,4716908.166,2248274.107,Juan Camilo Narv�ez Posada,Comuna 9 Buenos Aires,Gerona,CR 36 A  43   68,Informal,Compra y Venta de material,12,No los manipula.,Organizacional,Interactuar Famiempresas,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,Si,Si,Si,No,0,12/19/2012 9:44,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"(4715859.314700001, 2248483.251500001)",4547,2012,4715859.315,2248483.252,Prosuplas,Comuna 10 La Candelaria,Barrio Colon,CR 46   42   74,Informal,Compra y Venta de material,132,No los manipula.,Ambiental,Sanidad.,No,NR.,Buenos,Si,Si,Si,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/19/2012 10:05,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"(4716174.1753, 2249770.357500002)",4792,2012,4716174.175,2249770.358,Wilson,Comuna 10 La Candelaria,Villa Nueva,CL 55 A  50   48,Informal,Compra y Venta de material,15,No los compra.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/19/2012 10:29,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"(4716177.5325, 2249778.001)",4793,2012,4716177.533,2249778.001,Chatarrer�a La Mona,Comuna 10 La Candelaria,Villa Nueva,CL 55 A  50   44,Formal,Compra y Venta de material,10,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Si,1,12/19/2012 10:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"(4716183.8426, 2249767.8104000017)",4795,2012,4716183.843,2249767.81,Chatarrer�a El Gordo,Comuna 10 La Candelaria,Villa Nueva,CL 55 A  50   38,Informal,Compra y Venta de material,4,Nolos compra.,Ambiental,Municipio de Medell�n y �rea Metropolitana del Valle de Aburr�.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 21:58,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"(4717807.9979, 2252309.915599998)",4796,2012,4717807.998,2252309.916,Robin Plas,Comuna 3 Manrique,Las Granjas,CR 43 A  85   50,Informal,Compra y Venta de material,30,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,1,12/14/2012 21:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"(4716158.394200001, 2249782.334200004)",4798,2012,4716158.394,2249782.334,Chatarrer�a Mem�n,Comuna 10 La Candelaria,Villa Nueva,CL 55 A  50   54,Informal,Compra y Venta de material,1,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,No,0,12/14/2012 20:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"(4717953.1581, 2254186.4060000014)",4823,2012,4717953.158,2254186.406,Chatarreria El Buen Gusto,Comuna 2 Santa Cruz,Villa del Socorro,CL 105   43 A  10,Informal,Compra y Venta de material,24,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,No,No,No,No,0,12/14/2012 20:11,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"(4718774.9355, 2254970.7809999995)",4824,2012,4718774.936,2254970.781,Chatarrer�a El Sarco ,Comuna 1 Popular,Santo Domingo Savio No.1,CL 121   30   49,Informal,Compra y Venta de material,24,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 20:21,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"(4717448.3098, 2253680.2184999995)",4825,2012,4717448.31,2253680.219,Chatarrer�a Caliche ,Comuna 2 Santa Cruz,Mosc� No.1,CR 46 B  98 A  7,Formal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,No,0,12/14/2012 20:34,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"(4717549.7144, 2254292.9189)",4826,2012,4717549.714,2254292.919,Cootramar,Comuna 2 Santa Cruz,Villa del Socorro,CL 104 B  48   60,Informal,Compra y Venta de material,12,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/14/2012 20:54,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"(4718644.7252, 2253764.4635000024)",4827,2012,4718644.725,2253764.464,Chatarrer�a Los Gomelos,Comuna 1 Popular,San Pablo,CL 101 B  33 DD  7,Formal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,12/14/2012 21:15,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"(4718442.7207, 2254407.2879000027)",4828,2012,4718442.721,2254407.288,Chatarrer�a Rigoberto ,Comuna 1 Popular,Santo Domingo Savio No.1,CR 37   107 E  4,Formal,Compra y Venta de material,48,No llegan a la compraventa.,Organizacional,Positiva.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,6,12/21/2012 11:09,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"(4718430.8318, 2254115.2145000026)",4829,2012,4718430.832,2254115.215,Chatarrer�a Don Alonso,Comuna 1 Popular,Granizal,CR 37   105   24,Informal,Compra y Venta de material,1,No llegan a la compraventa.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 11:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,"(4718516.324, 2254939.673699999)",4830,2012,4718516.324,2254939.674,Chatarrer�a Don Julio ,Comuna 1 Popular,Santo Domingo Savio No.1,CL 118   38   19,Formal,Compra y Venta de material,180,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,Si,No,No,No,0,12/21/2012 12:20,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"(4718258.6884, 2253826.935600003)",4831,2012,4718258.688,2253826.936,Chatarrer�a Los Monos,Comuna 1 Popular,Mosc� No.2,CL 101 B  38 C  3,Formal,Compra y Venta de material,36,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 12:46,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"(4717851.9469, 2254830.8758000024)",4832,2012,4717851.947,2254830.876,Chatarrer�a Juvenal,Comuna 2 Santa Cruz,La Francia,CR 48 A  110   7,Formal,Compra y Venta de material,60,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,21:14.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"(4714437.7778, 2246958.5869999994)",4990,2012,4714437.778,2246958.587,Limar Recuperadora de Metales,Comuna 15 Guayabal,Trinidad,CR 58   28   38,Formal,Compra y Venta de material,12,No llegan a la compraventa.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,1,12/21/2012 13:35,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"(4714273.2268, 2246688.3210000005)",4991,2012,4714273.227,2246688.321,Chachaterr�a P�rez Urrego,Comuna 15 Guayabal,Trinidad,CR 60   24   62,Formal,Compra y Venta de material,36,No llegan a la compraventa.,Ambiental,Cooperativa Recuperar e Interactuar.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,Si,Si,No,No,No,Si,2,12/21/2012 13:47,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"(4706218.5579, 2242182.4268999975)",4992,2012,4706218.558,2242182.427,Chatarrer�a Oscar Pineda,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 11   8   31,Informal,Compra y Venta de material,120,No llegan a la compraventa.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 14:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"(4706974.636400002, 2242181.9185000006)",4993,2012,4706974.636,2242181.919,Chatarrer�a Don Fredy,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 11   1   64,Formal,Compra y Venta de material,4,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 13:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"(4706135.453700002, 2242310.7632)",4994,2012,4706135.454,2242310.763,Recicladora La Esperanza,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 12   9   50,Formal,Compra y Venta de material,60,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 13:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"(4706100.9013, 2242360.2820000034)",4996,2012,4706100.901,2242360.282,Reciclaje DJ,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 13   10   13,Formal,Compra y Venta de material,36,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,Si,No,No,No,0,12/21/2012 14:16,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,"(4708928.604800001, 2252561.9668000024)",5026,2012,4708928.605,2252561.967,Oscar Rueda,Corregimiento 60 Corregimiento de San Cristobal,Cabecera Urbana Corregimiento San Cristobal,CL 62   127   32,Formal,Compra y Venta de material,48,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,0,12/21/2012 14:59,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"(4708247.582400001, 2252605.6151)",5027,2012,4708247.582,2252605.615,Chatarrer�a Barrio Nuevo,Corregimiento 60 Corregimiento de San Cristobal,Cabecera Urbana Corregimiento San Cristobal,CL 63   133   36,Formal,Compra y Venta de material,240,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,36:49.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,"(4708724.181100001, 2252361.7929000016)",5028,2012,4708724.181,2252361.793,Chatarrer�a El Mono,Corregimiento 60 Corregimiento de San Cristobal,Cabecera Urbana Corregimiento San Cristobal,CL 61   128   27,Formal,Compra y Venta de material,6,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,Si,Si,No,0,12/21/2012 15:45,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"(4707883.311400002, 2252948.4415000007)",5030,2012,4707883.311,2252948.442,Asosac,Corregimiento 60 Corregimiento de San Cristobal,Traves�as,CL 66   140   82,Formal,Compra y Venta de material,96,No llegan a la compraventa.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 14:21,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,"(4706965.6687, 2242337.827299999)",5031,2012,4706965.669,2242337.827,Chatarrer�a Fabio,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 12 A  2 A  8,Informal,Compra y Venta de material,180,No los compra.,Organizacional,"Fibras Nacionales, Aprovechadora Itag��.",No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,5,12/21/2012 14:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"(4710804.948200001, 2250973.6586000025)",5041,2012,4710804.948,2250973.659,Chatarrer�a Jalisco,Comuna 13 San Javier,Juan XXIII La Quiebra,CL 48 DD  99 CC  77,Informal,Compra y Venta de material,8,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 14:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"(4710909.9994, 2246325.1180000007)",5042,2012,4710909.999,2246325.118,Chatarrer�a J,Corregimiento 70 Corregimiento de Altavista,Area de Expansi�n Altavista,CR 90   18   36,Informal,Compra y Venta de material,48,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,2,12/21/2012 15:47,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"(4710603.760200002, 2246255.9743000027)",5043,2012,4710603.76,2246255.974,Jos� Rico,Corregimiento 70 Corregimiento de Altavista,Area de Expansi�n Altavista,CL 18   92 B  41,Informal,Compra y Venta de material,48,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/21/2012 15:56,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"(4706403.478100002, 2242099.917600002)",5044,2012,4706403.478,2242099.918,Chatarrer�a La Garengue,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CR 76   41  Sur 29,Formal,Compra y Venta de material,84,No los manipula.,Organizacional,UMATA y Universidad de Antioquia.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,Si,No,No,Si,9,12/26/2012 12:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"(4707489.2665, 2242101.3826)",5045,2012,4707489.267,2242101.383,Chatarrer�a Batea,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 11   5  Este 75,Formal,Compra y Venta de material,84,No los manipula en la compraventa.,Organizacional,"IME,Licor Antioquia,UMATA y Universidad Antioquia",No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,Si,No,No,Si,9,12/26/2012 12:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,"(4706012.675800001, 2242086.5063999984)",5046,2012,4706012.676,2242086.506,Chatarreria Jorge,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CR 81   42  Sur 32,Formal,Compra y Venta de material,12,No llegan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,12/26/2012 13:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"(4708389.0289, 2241119.4071000014)",5048,2012,4708389.029,2241119.407,Chatarrer�a Jos,Corregimiento 80 Corregimiento de San Antonio de P,San Antonio de Prado,CL 4  Este 12   44,Formal,Compra y Venta de material,36,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,7,12/26/2012 13:32,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"(4709839.551500001, 2249008.849800002)",5049,2012,4709839.552,2249008.85,Juan Ossa Santamar�a,Comuna 13 San Javier,El Coraz�n,CR 111 C  34 B  30,Informal,Compra y Venta de material,240,NR.,Ambiental,Sanidad.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,3,12/26/2012 13:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"(4719391.525500001, 2247326.4904000014)",5123,2012,4719391.526,2247326.49,Reciclaje Alfa y Omega,Comuna 8 Villa Hermosa,Las Estancias,CL 52   8   39,Informal,Transformaci�n,2,Los deposita en la caneca de la basura.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,No,No,No,No,0,12/26/2012 14:13,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"(4715336.1936, 2252001.929100001)",5124,2012,4715336.194,2252001.929,Inversiones Posada Montoya,Comuna 5 Castilla,Caribe,CL 75 A  64 C  62,Formal,Compra y Venta de material,48,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,6,30:12.0,Colombia
